scan time,real time,dp,SMPS Count,CCNC Count,Ave Size
58,10:12:11,16.260294404545032,1718,0.00,4.75
59,10:12:12,16.738906095211295,1770,0.89,0
60,10:12:13,17.23457493460945,2120,0.00,0
61,10:12:14,17.744968145210017,2382,0.00,4.25
62,10:12:15,18.27036622267314,2556,0.89,4.75
63,10:12:16,18.8122997688591,2874,0.89,0
64,10:12:17,19.36963650379756,3185,0.00,4.25
65,10:12:18,19.944257352658344,3335,0.89,0
66,10:12:19,20.53541163325851,3599,0.00,0
67,10:12:20,21.145292116819746,4047,0.00,0
68,10:12:21,21.774073501570992,4407,0.00,0
69,10:12:22,22.42171763886009,4817,0.00,3.25
70,10:12:23,23.09054360643387,5194,0.89,0
71,10:12:24,23.77937491157193,5599,0.00,0
72,10:12:25,24.488165509532163,5847,0.00,3.25
73,10:12:26,25.218769294948345,6237,0.89,3.75
74,10:12:27,25.973550739681798,6708,0.89,0
75,10:12:28,26.74942239939812,7070,0.00,3.95
76,10:12:29,27.551859919868033,7455,4.44,3.25
77,10:12:30,28.376888364561864,7733,0.89,3.4239130434782608
78,10:12:31,29.22978591905487,8228,20.39,3.5277777777777777
79,10:12:32,30.107648211629435,8602,8.00,3.5
80,10:12:33,31.015071441874056,8870,12.34,3.7261904761904763
81,10:12:34,31.94892382240447,8974,18.71,3.730769230769231
82,10:12:35,32.912492476184944,9305,23.06,3.734375
83,10:12:36,33.906916980590495,9713,28.42,3.814516129032258
84,10:12:37,34.93459702512718,10199,27.50,3.7875
85,10:12:38,35.989486553967176,10340,35.68,3.7227272727272727
86,10:12:39,37.08413789999851,10372,48.94,3.4625984251968505
87,10:12:40,38.207953699919706,10722,112.41,3.2753521126760563
88,10:12:41,39.374486249375316,10709,316.17,3.244565217391304
89,10:12:42,40.57264413287423,11014,492.82,3.2320675105485233
90,10:12:43,41.81196609888185,11126,839.96,3.2093564775613888
91,10:12:44,43.09281970952327,11387,1049.10,3.1892982456140353
92,10:12:45,44.413385463109606,11341,1271.83,3.2355508729680915
93,10:12:46,45.77649541789789,11432,1476.61,3.2379227053140096
94,10:12:47,47.186137662501125,11257,1658.20,3.3041044776119404
95,10:12:48,48.64000116408118,11330,1671.29,3.3205489994869164
96,10:12:49,50.14539341294533,11169,1728.70,3.314770554493308
97,10:12:50,51.69710426802806,11119,1864.29,3.340166908563135
98,10:12:51,53.301915402827525,11173,1832.53,3.3652946679139384
99,10:12:52,54.959784976195685,10971,1907.61,3.3722838650023115
100,10:12:53,56.67345907768574,10988,1929.03,3.4108818011257034
101,10:12:54,58.446246562862186,10707,1901.67,3.417653758542141
102,10:12:55,60.2807540228748,10315,1948.37,3.443213296398892
103,10:12:56,62.173541357837564,10224,1913.35,3.4465811965811968
104,10:12:57,64.13833099012832,9973,1975.32,3.4984248424842486
105,10:12:58,66.16723907903133,9740,1982.86,3.576502095947834
106,10:12:59,68.26434799062577,9155,1912.72,3.5735559566787005
107,10:13:00,70.44022535479226,9026,1983.25,3.65625
108,10:13:01,72.68982811177547,8712,1886.04,3.6338907206782856
109,10:13:02,75.01864527399245,8170,1897.98,3.6332335329341316
110,10:13:03,77.4369083491084,7881,1940.01,3.6418465227817745
111,10:13:04,79.93324038385029,7502,1859.47,3.648325947808961
112,10:13:05,82.52745251723226,7054,1814.07,3.6571919619249074
113,10:13:06,85.21768745295157,6491,1685.17,3.702276467361492
114,10:13:07,88.0013807067664,6161,1633.52,3.7390776699029127
115,10:13:08,90.88852465839297,5881,1546.76,3.7583148558758315
116,10:13:09,93.8922228619082,5485,1609.35,3.8675558312655087
117,10:13:10,97.00267026760807,5063,1437.63,3.8740530303030303
118,10:13:11,100.23054616673521,4803,1408.80,3.8914665801427644
119,10:13:12,103.58761519229904,4517,1377.46,3.84748427672956
120,10:13:13,107.06504098228542,4227,1275.63,3.8423875432525953
121,10:13:14,110.6875948609987,3875,1288.89,3.889937106918239
122,10:13:15,114.46486055046971,3677,1130.62,3.9663034705407587
123,10:13:16,118.36182832507062,3588,1112.09,4.133574879227053
124,10:13:17,122.45185475739504,3421,924.59,4.0772157564906
125,10:13:18,126.77976920754979,3712,999.98,4.108739837398374
126,10:13:19,131.26256713400025,4904,884.70,4.032958199356913
127,10:13:20,135.85252362455702,7219,832.59,3.9947795823665895
128,10:13:21,140.5697134530618,9149,767.71,4.020663562281723
129,10:13:22,145.50915042318064,9832,766.55,4.098387096774194
130,10:13:23,150.66410206898146,9495,689.70,4.144101876675603
131,10:13:24,156.03745221900246,8118,666.12,4.222779369627507
132,10:13:25,161.64296142969562,6034,620.04,4.198847262247838
133,10:13:26,167.52639496672165,3994,610.75,4.091333333333333
134,10:13:27,173.66916598829374,2419,669.79,3.9780779450841455
135,10:13:28,180.1568740626446,1516,1003.67,3.790738383195417
1,10:13:29,3.136194669945977,887,1402.99,3.6097297297297297
2,10:13:30,3.2280203315631093,603,1641.14,3.3936978911230997
3,10:13:31,3.3222561483879334,391,1807.43,3.435956790123457
4,10:13:32,3.4191257933369013,273,1158.28,3.6126373626373627
5,10:13:33,3.520248782558142,194,487.68,3.8030973451327434
6,10:13:34,3.6226633256357776,171,203.44,3.8944444444444444
7,10:13:35,3.728434194024846,122,79.96,4.038461538461538
8,10:13:36,3.8373637512611545,126,46.33,4.383333333333334
9,10:13:37,3.94858579991357,97,13.36,4.25
10,10:13:38,4.0639030745829245,101,5.35,4.333333333333333
11,10:13:39,4.1824850588853835,94,5.34,4.25
12,10:13:40,4.306154597602735,84,5.34,4.25
13,10:13:41,4.431201718865597,65,3.55,4.25
14,10:13:42,4.559533123617437,65,1.78,4.75
15,10:13:43,4.692736767540751,69,2.67,4.416666666666667
16,10:13:44,4.83003924626866,55,2.65,4.75
17,10:13:45,4.969549938569201,61,0.89,4.416666666666667
18,10:13:46,5.116045712906061,53,2.66,5.25
19,10:13:47,5.264949105911334,61,0.89,0
20,10:13:48,5.419588597816196,46,0.00,4.75
21,10:13:49,5.580308138203357,52,1.78,0
22,10:13:50,5.738815271375464,42,0.00,0
23,10:13:51,5.908794053465353,49,0.00,4.75
24,10:13:52,6.078180174004195,39,0.89,3.25
25,10:13:53,6.257901442244219,38,0.89,5.25
26,10:13:54,6.439491601487785,45,0.89,4.25
27,10:13:55,6.62804718172043,48,0.89,4.25
28,10:13:56,6.824008224864868,38,1.78,4.416666666666667
29,10:13:57,7.018070857905971,49,2.67,0
30,10:13:58,7.229093148535564,39,0.00,0
31,10:13:59,7.438231446766173,42,0.00,0
32,10:14:00,7.6565686769230785,51,0.00,4.75
33,10:14:01,7.881270541703243,53,0.89,0
34,10:14:02,8.1102275628692,61,0.00,3.75
35,10:14:03,8.353758153679653,68,0.89,4.5
36,10:14:04,8.592743454125408,86,3.56,0
37,10:14:05,8.848181578730905,83,0.00,4.75
38,10:14:06,9.106210186304137,90,1.79,4.75
39,10:14:07,9.375921579313344,153,0.89,0
40,10:14:08,9.648037632352935,158,0.00,0
41,10:14:09,9.930301019821604,157,0.00,0
42,10:14:10,10.225112247787608,186,0.00,4.25
43,10:14:11,10.522483476808457,217,0.89,4.25
44,10:14:12,10.830863436871278,227,0.89,5.25
45,10:14:13,11.149840254545454,270,0.89,4.75
46,10:14:14,11.478586911829865,337,0.89,0
47,10:14:15,11.815344872851798,394,0.00,0
48,10:14:16,12.160523274534308,486,0.00,4.75
49,10:14:17,12.520219389931574,494,1.79,0
50,10:14:18,12.887150023176552,642,0.00,0
51,10:14:19,13.266611625036843,688,0.00,0
52,10:14:20,13.658324030133507,796,0.00,4.25
53,10:14:21,14.059532928604018,917,0.90,4.583333333333333
54,10:14:22,14.473741636923538,1065,2.68,0
55,10:14:23,14.901437919514443,1216,0.00,0
56,10:14:24,15.341375873640297,1385,0.00,0
57,10:14:25,15.793539731555523,1526,0.00,0
58,10:14:26,16.260294404545032,1653,0.00,5.0
59,10:14:27,16.738906095211295,1857,1.79,0
60,10:14:28,17.23457493460945,2123,0.00,4.25
61,10:14:29,17.744968145210017,2326,0.89,0
62,10:14:30,18.27036622267314,2599,0.00,0
63,10:14:31,18.8122997688591,2849,0.00,0
64,10:14:32,19.36963650379756,3068,0.00,4.25
65,10:14:33,19.944257352658344,3466,0.90,5.25
66,10:14:34,20.53541163325851,3777,0.89,4.5
67,10:14:35,21.145292116819746,3982,1.78,0
68,10:14:36,21.774073501570992,4378,0.00,0
69,10:14:37,22.42171763886009,4647,0.00,0
70,10:14:38,23.09054360643387,5019,0.00,0
71,10:14:39,23.77937491157193,5469,0.00,0
72,10:14:40,24.488165509532163,5861,0.00,0
73,10:14:41,25.218769294948345,6226,0.00,0
74,10:14:42,25.973550739681798,6596,0.00,5.25
75,10:14:43,26.74942239939812,6945,0.89,3.5833333333333335
76,10:14:44,27.551859919868033,7503,2.67,3.65
77,10:14:45,28.376888364561864,7878,4.40,3.4722222222222223
78,10:14:46,29.22978591905487,8175,8.02,3.5576923076923075
79,10:14:47,30.107648211629435,8483,11.50,3.6323529411764706
80,10:14:48,31.015071441874056,8912,15.16,4.0
81,10:14:49,31.94892382240447,9452,17.84,3.7291666666666665
82,10:14:50,32.912492476184944,9492,21.47,3.8863636363636362
83,10:14:51,33.906916980590495,9988,29.44,3.8055555555555554
84,10:14:52,34.93459702512718,10442,32.19,3.875
85,10:14:53,35.989486553967176,10682,39.25,3.8944444444444444
86,10:14:54,37.08413789999851,10812,40.34,3.4712389380530975
87,10:14:55,38.207953699919706,11342,101.04,3.252915451895044
88,10:14:56,39.374486249375316,11257,307.21,3.302941176470588
89,10:14:57,40.57264413287423,11514,378.68,3.2221254355400695
90,10:14:58,41.81196609888185,11570,768.69,3.2291325695581015
91,10:14:59,43.09281970952327,11876,1091.98,3.251371742112483
92,10:15:00,44.413385463109606,11799,1306.66,3.2403030303030302
93,10:15:01,45.77649541789789,12309,1474.22,3.2841278439869988
94,10:15:02,47.186137662501125,12601,1645.32,3.2955440669620875
95,10:15:03,48.64000116408118,12309,1815.18,3.3370535714285716
96,10:15:04,50.14539341294533,12055,1802.05,3.353083294983893
97,10:15:05,51.69710426802806,12479,1935.00,3.3865943700969083
98,10:15:06,53.301915402827525,12120,1936.73,3.429726651480638
99,10:15:07,54.959784976195685,12078,1961.75,3.4160861993905094
100,10:15:08,56.67345907768574,11774,2056.05,3.407099035933392
101,10:15:09,58.446246562862186,11548,2042.31,3.4229706757331066
102,10:15:10,60.2807540228748,11379,2101.04,3.421202809482002
103,10:15:11,62.173541357837564,11106,2037.80,3.4495836718115354
104,10:15:12,64.13833099012832,10574,2201.05,3.4391233766233764
105,10:15:13,66.16723907903133,10455,2205.53,3.451739499363598
106,10:15:14,68.26434799062577,10065,2110.40,3.509947529514648
107,10:15:15,70.44022535479226,9693,2047.41,3.543148880105402
108,10:15:16,72.68982811177547,9127,2024.84,3.549781659388646
109,10:15:17,75.01864527399245,8863,2045.72,3.556798715203426
110,10:15:18,77.4369083491084,8281,2086.56,3.5979302832244007
111,10:15:19,79.93324038385029,7906,2056.46,3.6346675712347354
112,10:15:20,82.52745251723226,7412,1973.94,3.6539655996177736
113,10:15:21,85.21768745295157,7150,1874.02,3.672768068020784
114,10:15:22,88.0013807067664,6782,1895.51,3.679408891060088
115,10:15:23,90.88852465839297,6289,1835.36,3.7240721911540415
116,10:15:24,93.8922228619082,5703,1762.55,3.8443977591036416
117,10:15:25,97.00267026760807,5467,1587.08,3.902640742890308
118,10:15:26,100.23054616673521,5146,1539.67,3.933333333333333
119,10:15:27,103.58761519229904,4720,1398.93,3.907465495608532
120,10:15:28,107.06504098228542,4391,1396.69,3.910702228224173
121,10:15:29,110.6875948609987,4167,1326.86,3.920175438596491
122,10:15:30,114.46486055046971,3950,1277.28,3.920119521912351
123,10:15:31,118.36182832507062,3729,1121.30,4.005583126550868
124,10:15:32,122.45185475739504,3349,1080.86,4.116405570060922
125,10:15:33,126.77976920754979,3806,1029.10,4.143637226970561
126,10:15:34,131.26256713400025,5177,947.76,4.154692082111437
127,10:15:35,135.85252362455702,7430,913.87,4.084415584415584
128,10:15:36,140.5697134530618,9725,827.45,4.049307958477509
129,10:15:37,145.50915042318064,10643,773.22,4.011529126213592
130,10:15:38,150.66410206898146,9955,738.02,4.122474747474747
131,10:15:39,156.03745221900246,8258,710.33,4.289972899728998
132,10:15:40,161.64296142969562,6315,658.87,4.36599423631124
133,10:15:41,167.52639496672165,3921,620.35,4.2203337453646474
134,10:15:42,173.66916598829374,2410,720.39,4.049229452054795
135,10:15:43,180.1568740626446,1502,1046.28,3.8783240568954853
1,10:15:44,3.136194669945977,966,1444.73,3.651995012468828
2,10:15:45,3.2280203315631093,636,1797.98,3.4389442682374263
3,10:15:46,3.3222561483879334,417,1998.71,3.4763868065967016
4,10:15:47,3.4191257933369013,297,1195.53,3.7201230228471003
5,10:15:48,3.520248782558142,234,511.35,3.75597609561753
6,10:15:49,3.6226633256357776,153,224.09,4.099462365591398
7,10:15:50,3.728434194024846,170,83.07,4.204545454545454
8,10:15:51,3.8373637512611545,98,29.49,4.25
9,10:15:52,3.94858579991357,108,16.96,4.361111111111111
10,10:15:53,4.0639030745829245,92,8.02,4.472222222222222
11,10:15:54,4.1824850588853835,104,8.04,4.392857142857143
12,10:15:55,4.306154597602735,62,6.22,4.472222222222222
13,10:15:56,4.431201718865597,75,8.04,4.0
14,10:15:57,4.559533123617437,54,1.80,4.0
15,10:15:58,4.692736767540751,79,1.79,4.75
16,10:15:59,4.83003924626866,64,1.80,4.0
17,10:16:00,4.969549938569201,52,1.78,4.75
18,10:16:01,5.116045712906061,44,1.79,4.75
19,10:16:02,5.264949105911334,71,2.67,0
20,10:16:03,5.419588597816196,41,0.00,0
21,10:16:04,5.580308138203357,42,0.00,0
22,10:16:05,5.738815271375464,61,0.00,4.5
23,10:16:06,5.908794053465353,54,1.79,0
24,10:16:07,6.078180174004195,43,0.00,4.75
25,10:16:08,6.257901442244219,49,1.79,4.25
26,10:16:09,6.439491601487785,38,0.89,4.0
27,10:16:10,6.62804718172043,50,1.79,4.583333333333333
28,10:16:11,6.824008224864868,53,2.63,4.75
29,10:16:12,7.018070857905971,37,0.89,0
30,10:16:13,7.229093148535564,37,0.00,5.25
31,10:16:14,7.438231446766173,47,0.89,0
32,10:16:15,7.6565686769230785,55,0.00,4.25
33,10:16:16,7.881270541703243,54,0.90,4.75
34,10:16:17,8.1102275628692,61,3.57,0
35,10:16:18,8.353758153679653,60,0.00,4.25
36,10:16:19,8.592743454125408,77,1.80,0
37,10:16:20,8.848181578730905,80,0.00,0
38,10:16:21,9.106210186304137,93,0.00,3.75
39,10:16:22,9.375921579313344,105,0.89,0
40,10:16:23,9.648037632352935,139,0.00,3.25
41,10:16:24,9.930301019821604,160,0.89,0
42,10:16:25,10.225112247787608,206,0.00,4.25
43,10:16:26,10.522483476808457,188,0.90,0
44,10:16:27,10.830863436871278,246,0.00,5.25
45,10:16:28,11.149840254545454,301,0.89,0
46,10:16:29,11.478586911829865,357,0.00,0
47,10:16:30,11.815344872851798,411,0.00,4.25
48,10:16:31,12.160523274534308,498,1.79,0
49,10:16:32,12.520219389931574,490,0.00,0
50,10:16:33,12.887150023176552,586,0.00,0
51,10:16:34,13.266611625036843,750,0.00,4.5
52,10:16:35,13.658324030133507,847,1.78,0
53,10:16:36,14.059532928604018,911,0.00,0
54,10:16:37,14.473741636923538,945,0.00,4.75
55,10:16:38,14.901437919514443,1166,0.90,3.75
56,10:16:39,15.341375873640297,1314,0.89,0
57,10:16:40,15.793539731555523,1479,0.00,5.25
58,10:16:41,16.260294404545032,1692,1.80,4.75
59,10:16:42,16.738906095211295,1790,0.90,0
60,10:16:43,17.23457493460945,2021,0.00,0
61,10:16:44,17.744968145210017,2337,0.00,0
62,10:16:45,18.27036622267314,2621,0.00,0
63,10:16:46,18.8122997688591,2848,0.00,0
64,10:16:47,19.36963650379756,3069,0.00,5.25
65,10:16:48,19.944257352658344,3409,0.90,4.25
66,10:16:49,20.53541163325851,3680,1.79,0
67,10:16:50,21.145292116819746,4073,0.00,4.25
68,10:16:51,21.774073501570992,4432,0.89,4.75
69,10:16:52,22.42171763886009,4662,1.78,4.75
70,10:16:53,23.09054360643387,5012,0.89,5.25
71,10:16:54,23.77937491157193,5400,0.89,0
72,10:16:55,24.488165509532163,5818,0.00,0
73,10:16:56,25.218769294948345,6187,0.00,0
74,10:16:57,25.973550739681798,6499,0.00,4.0
75,10:16:58,26.74942239939812,6934,1.79,4.25
76,10:16:59,27.551859919868033,7522,0.90,3.340909090909091
77,10:17:00,28.376888364561864,7751,9.82,3.5
78,10:17:01,29.22978591905487,8107,7.17,3.6029411764705883
79,10:17:02,30.107648211629435,8618,15.21,3.5
80,10:17:03,31.015071441874056,8898,23.21,3.8833333333333333
81,10:17:04,31.94892382240447,9404,13.24,3.723684210526316
82,10:17:05,32.912492476184944,9771,17.02,3.9166666666666665
83,10:17:06,33.906916980590495,9996,24.06,3.8214285714285716
84,10:17:07,34.93459702512718,10173,18.74,4.203125
85,10:17:08,35.989486553967176,10596,28.70,3.8833333333333333
86,10:17:09,37.08413789999851,10682,40.40,3.476086956521739
87,10:17:10,38.207953699919706,11124,102.58,3.3181818181818183
88,10:17:11,39.374486249375316,11362,336.57,3.4178657074340526
89,10:17:12,40.57264413287423,11663,374.98,3.325702075702076
90,10:17:13,41.81196609888185,11627,732.53,3.2737683664649957
91,10:17:14,43.09281970952327,11745,1040.57,3.2701853077432164
92,10:17:15,44.413385463109606,11743,1348.17,3.2379448909299655
93,10:17:16,45.77649541789789,12212,1557.84,3.3124318429661943
94,10:17:17,47.186137662501125,12239,1640.62,3.3089451913133403
95,10:17:18,48.64000116408118,12108,1730.86,3.35475
96,10:17:19,50.14539341294533,12115,1809.01,3.3848699224098584
97,10:17:20,51.69710426802806,12156,1974.75,3.4121376811594204
98,10:17:21,53.301915402827525,11875,1971.26,3.4743293246993523
99,10:17:22,54.959784976195685,11877,1934.03,3.45518266779949
100,10:17:23,56.67345907768574,11761,2101.29,3.439403420942845
101,10:17:24,58.446246562862186,11605,2156.11,3.4819995541685245
102,10:17:25,60.2807540228748,11391,2005.57,3.492675159235669
103,10:17:26,62.173541357837564,11236,2107.65,3.4984676007005255
104,10:17:27,64.13833099012832,10736,2042.85,3.5250524109014676
105,10:17:28,66.16723907903133,10546,2132.86,3.5250322303394928
106,10:17:29,68.26434799062577,10018,2078.46,3.5430667800935773
107,10:17:30,70.44022535479226,9697,2112.46,3.6271260357610116
108,10:17:31,72.68982811177547,9290,2045.59,3.6545734388742304
109,10:17:32,75.01864527399245,8943,2028.95,3.61865864144454
110,10:17:33,77.4369083491084,8332,2085.52,3.7072610294117645
111,10:17:34,79.93324038385029,7964,1951.32,3.7065022421524665
112,10:17:35,82.52745251723226,7481,2000.97,3.736407766990291
113,10:17:36,85.21768745295157,7030,1848.72,3.7006673021925645
114,10:17:37,88.0013807067664,6683,1875.63,3.7362595419847326
115,10:17:38,90.88852465839297,6224,1754.32,3.7378552971576227
116,10:17:39,93.8922228619082,5825,1727.01,3.7893555203380878
117,10:17:40,97.00267026760807,5280,1695.21,3.921453692848769
118,10:17:41,100.23054616673521,5186,1537.62,3.9924800491098833
119,10:17:42,103.58761519229904,4934,1456.12,3.976696258719087
120,10:17:43,107.06504098228542,4519,1411.58,3.9685705169112953
121,10:17:44,110.6875948609987,4138,1379.64,3.94811320754717
122,10:17:45,114.46486055046971,4002,1234.02,3.936578743211792
123,10:17:46,118.36182832507062,3752,1157.68,4.117826086956522
124,10:17:47,122.45185475739504,3608,1030.94,4.170018281535649
125,10:17:48,126.77976920754979,3867,981.79,4.1647286821705425
126,10:17:49,131.26256713400025,5262,925.02,4.103125
127,10:17:50,135.85252362455702,7649,858.51,4.1207805907173
128,10:17:51,140.5697134530618,10115,847.00,4.098888888888889
129,10:17:52,145.50915042318064,10764,804.61,4.238095238095238
130,10:17:53,150.66410206898146,9915,754.42,4.44340232858991
131,10:17:54,156.03745221900246,8387,686.35,4.441798941798941
132,10:17:55,161.64296142969562,6171,681.38,4.402058432934927
133,10:17:56,167.52639496672165,3957,670.83,4.331937799043062
134,10:17:57,173.66916598829374,2378,747.62,4.068181818181818
135,10:17:58,180.1568740626446,1522,1098.90,3.8969026548672567
1,10:17:59,3.136194669945977,933,1519.29,3.6578147788040836
2,10:18:00,3.2280203315631093,604,1843.20,3.470327102803738
3,10:18:01,3.3222561483879334,388,1919.92,3.52183320220299
4,10:18:02,3.4191257933369013,291,1143.80,3.8033333333333332
5,10:18:03,3.520248782558142,206,469.00,3.8473451327433628
6,10:18:04,3.6226633256357776,185,203.04,4.0397727272727275
7,10:18:05,3.728434194024846,148,79.02,4.125
8,10:18:06,3.8373637512611545,159,28.59,4.113636363636363
9,10:18:07,3.94858579991357,131,9.86,4.178571428571429
10,10:18:08,4.0639030745829245,102,6.27,4.416666666666667
11,10:18:09,4.1824850588853835,85,5.31,4.464285714285714
12,10:18:10,4.306154597602735,80,6.24,4.416666666666667
13,10:18:11,4.431201718865597,80,5.38,4.625
14,10:18:12,4.559533123617437,66,3.58,5.25
15,10:18:13,4.692736767540751,62,0.90,4.25
16,10:18:14,4.83003924626866,51,2.69,4.583333333333333
17,10:18:15,4.969549938569201,64,2.68,4.583333333333333
18,10:18:16,5.116045712906061,60,2.69,4.5
19,10:18:17,5.264949105911334,57,3.57,4.75
20,10:18:18,5.419588597816196,55,0.89,4.416666666666667
21,10:18:19,5.580308138203357,54,2.68,4.75
22,10:18:20,5.738815271375464,46,1.79,5.25
23,10:18:21,5.908794053465353,50,0.90,4.75
24,10:18:22,6.078180174004195,45,0.90,3.75
25,10:18:23,6.257901442244219,52,0.89,0
26,10:18:24,6.439491601487785,52,0.00,4.75
27,10:18:25,6.62804718172043,37,2.68,0
28,10:18:26,6.824008224864868,51,0.00,5.25
29,10:18:27,7.018070857905971,39,0.91,0
30,10:18:28,7.229093148535564,49,0.00,0
31,10:18:29,7.438231446766173,50,0.00,0
32,10:18:30,7.6565686769230785,53,0.00,4.083333333333333
33,10:18:31,7.881270541703243,69,2.69,3.75
34,10:18:32,8.1102275628692,56,0.89,0
35,10:18:33,8.353758153679653,77,0.00,4.25
36,10:18:34,8.592743454125408,72,1.78,0
37,10:18:35,8.848181578730905,81,0.00,4.25
38,10:18:36,9.106210186304137,103,0.89,0
39,10:18:37,9.375921579313344,136,0.00,0
40,10:18:38,9.648037632352935,130,0.00,4.75
41,10:18:39,9.930301019821604,137,0.89,3.75
42,10:18:40,10.225112247787608,183,0.89,4.75
43,10:18:41,10.522483476808457,215,0.89,0
44,10:18:42,10.830863436871278,257,0.00,3.75
45,10:18:43,11.149840254545454,285,1.79,4.75
46,10:18:44,11.478586911829865,331,0.90,4.75
47,10:18:45,11.815344872851798,399,0.89,3.75
48,10:18:46,12.160523274534308,444,0.89,4.25
49,10:18:47,12.520219389931574,479,0.89,0
50,10:18:48,12.887150023176552,560,0.00,0
51,10:18:49,13.266611625036843,710,0.00,4.75
52,10:18:50,13.658324030133507,784,0.91,0
53,10:18:51,14.059532928604018,915,0.00,4.25
54,10:18:52,14.473741636923538,989,0.90,4.75
55,10:18:53,14.901437919514443,1107,0.89,5.25
56,10:18:54,15.341375873640297,1335,0.89,0
57,10:18:55,15.793539731555523,1458,0.00,3.75
58,10:18:56,16.260294404545032,1634,0.89,0
59,10:18:57,16.738906095211295,1789,0.00,0
60,10:18:58,17.23457493460945,2049,0.00,0
61,10:18:59,17.744968145210017,2294,0.00,0
62,10:19:00,18.27036622267314,2487,0.00,0
63,10:19:01,18.8122997688591,2785,0.00,0
64,10:19:02,19.36963650379756,2978,0.00,0
65,10:19:03,19.944257352658344,3282,0.00,0
66,10:19:04,20.53541163325851,3664,0.00,0
67,10:19:05,21.145292116819746,4026,0.00,3.75
68,10:19:06,21.774073501570992,4321,0.89,0
69,10:19:07,22.42171763886009,4686,0.00,0
70,10:19:08,23.09054360643387,4959,0.00,0
71,10:19:09,23.77937491157193,5393,0.00,0
72,10:19:10,24.488165509532163,5924,0.00,0
73,10:19:11,25.218769294948345,6210,0.00,0
74,10:19:12,25.973550739681798,6593,0.00,3.25
75,10:19:13,26.74942239939812,7036,0.89,2.5
76,10:19:14,27.551859919868033,7449,1.77,3.75
77,10:19:15,28.376888364561864,7730,1.79,3.5277777777777777
78,10:19:16,29.22978591905487,8111,8.06,3.45
79,10:19:17,30.107648211629435,8626,9.02,3.5833333333333335
80,10:19:18,31.015071441874056,9059,16.08,3.6847826086956523
81,10:19:19,31.94892382240447,9358,20.55,4.055555555555555
82,10:19:20,32.912492476184944,9513,16.08,3.4291666666666667
83,10:19:21,33.906916980590495,10088,107.35,3.324746008708273
84,10:19:22,34.93459702512718,10410,614.66,3.2631802721088436
85,10:19:23,35.989486553967176,10818,1052.96,3.3460028551034977
86,10:19:24,37.08413789999851,10858,1245.47,3.474376731301939
87,10:19:25,38.207953699919706,11058,1297.09,3.5641067897165457
88,10:19:26,39.374486249375316,11399,1358.08,3.7114420062695923
89,10:19:27,40.57264413287423,11809,1429.88,3.7538875598086126
90,10:19:28,41.81196609888185,11866,1495.01,3.7808956916099774
91,10:19:29,43.09281970952327,11787,1582.35,3.7907407407407407
92,10:19:30,44.413385463109606,12293,1689.94,3.884468734112862
93,10:19:31,45.77649541789789,12005,1760.13,3.9286786786786787
94,10:19:32,47.186137662501125,12304,1783.24,3.928714859437751
95,10:19:33,48.64000116408118,12461,1789.06,3.990787572254335
96,10:19:34,50.14539341294533,11987,1858.23,4.02260450915923
97,10:19:35,51.69710426802806,12039,1905.97,4.074597701149425
98,10:19:36,53.301915402827525,12268,1954.02,4.096457130164372
99,10:19:37,54.959784976195685,12087,2017.04,4.151043932144411
100,10:19:38,56.67345907768574,11704,2063.84,4.1539462272333045
101,10:19:39,58.446246562862186,11475,2049.07,4.175203600514359
102,10:19:40,60.2807540228748,11438,2081.91,4.175196850393701
103,10:19:41,62.173541357837564,11151,2166.84,4.212091503267974
104,10:19:42,64.13833099012832,10753,2055.83,4.207307060755337
105,10:19:43,66.16723907903133,10289,2179.80,4.172981366459627
106,10:19:44,68.26434799062577,10207,2159.03,4.2572007200720074
107,10:19:45,70.44022535479226,9633,1982.56,4.2313304721030045
108,10:19:46,72.68982811177547,9221,2082.09,4.284642541924096
109,10:19:47,75.01864527399245,8769,2032.97,4.294654714475431
110,10:19:48,77.4369083491084,8497,2024.51,4.313231323132313
111,10:19:49,79.93324038385029,7946,1991.05,4.325382538253826
112,10:19:50,82.52745251723226,7477,1982.86,4.3552884615384615
113,10:19:51,85.21768745295157,7046,1864.66,4.407973921765296
114,10:19:52,88.0013807067664,6693,1784.56,4.443851626016261
115,10:19:53,90.88852465839297,6179,1753.25,4.4509765625
116,10:19:54,93.8922228619082,5871,1715.97,4.471143174250832
117,10:19:55,97.00267026760807,5294,1608.80,4.49197247706422
118,10:19:56,100.23054616673521,5131,1553.22,4.5514294592914855
119,10:19:57,103.58761519229904,4831,1438.46,4.626563528637261
120,10:19:58,107.06504098228542,4485,1359.87,4.632053025152957
121,10:19:59,110.6875948609987,4260,1317.10,4.654040404040404
122,10:20:00,114.46486055046971,4003,1157.48,4.7133408919123205
123,10:20:01,118.36182832507062,3751,1184.40,4.775984911986589
124,10:20:02,122.45185475739504,3562,1067.69,4.735004686035614
125,10:20:03,126.77976920754979,3678,954.20,4.734819734345351
126,10:20:04,131.26256713400025,5256,942.00,4.690258342303552
127,10:20:05,135.85252362455702,7628,829.65,4.8658675799086755
128,10:20:06,140.5697134530618,9686,785.43,4.831926658905704
129,10:20:07,145.50915042318064,10836,770.19,4.932098765432099
130,10:20:08,150.66410206898146,10122,728.04,4.925202156334231
131,10:20:09,156.03745221900246,8443,662.95,4.8814465408805034
132,10:20:10,161.64296142969562,6128,710.95,4.859103078982597
