scan time,real time,dp,SMPS Count,CCNC Count,Ave Size
110,10:04:03,77.4369083491084,8194,2014.31,2.003055681303757
111,10:04:04,79.93324038385029,7814,1962.88,1.9434110264455402
112,10:04:05,82.52745251723226,7409,1985.44,1.8745107632093934
113,10:04:06,85.21768745295157,7013,1829.59,1.8715827338129496
114,10:04:07,88.0013807067664,6370,1865.72,1.8863191385217817
115,10:04:08,90.88852465839297,6082,1817.03,1.9486044015029522
116,10:04:09,93.8922228619082,5531,1655.43,2.008737316798196
117,10:04:10,97.00267026760807,5137,1579.94,2.025615340583858
118,10:04:11,100.23054616673521,4947,1557.08,2.041040288634997
119,10:04:12,103.58761519229904,4608,1479.29,2.074786324786325
120,10:04:13,107.06504098228542,4410,1457.49,2.121584699453552
121,10:04:14,110.6875948609987,4068,1305.84,2.112873814733771
122,10:04:15,114.46486055046971,3911,1219.36,2.1246246246246248
123,10:04:16,118.36182832507062,3703,1192.64,2.2172217537942664
124,10:04:17,122.45185475739504,3385,1054.98,2.2773338940285957
125,10:04:18,126.77976920754979,3638,1061.36,2.3023148148148147
126,10:04:19,131.26256713400025,5002,968.19,2.2990702479338845
127,10:04:20,135.85252362455702,7116,865.67,2.3362603305785123
128,10:04:21,140.5697134530618,9297,859.89,2.3227990970654626
129,10:04:22,145.50915042318064,10509,793.18,2.3743990384615383
130,10:04:23,150.66410206898146,9667,742.46,2.4356594110115237
131,10:04:24,156.03745221900246,8095,694.30,2.5
132,10:04:25,161.64296142969562,5965,651.43,2.507510729613734
133,10:04:26,167.52639496672165,3952,620.84,2.546875
134,10:04:27,173.66916598829374,2550,625.56,2.375
135,10:04:28,180.1568740626446,1499,867.12,2.151810584958217
1,10:04:29,3.136194669945977,921,1279.11,1.9509502515371715
2,10:04:30,3.2280203315631093,601,1592.33,1.821779214559387
3,10:04:31,3.3222561483879334,383,1861.58,1.7264387539598733
4,10:04:32,3.4191257933369013,324,1691.96,1.750281214848144
5,10:04:33,3.520248782558142,236,788.04,1.7920792079207921
6,10:04:34,3.6226633256357776,205,359.21,1.8244047619047619
7,10:04:35,3.728434194024846,193,112.56,2.0290697674418605
8,10:04:36,3.8373637512611545,179,38.48,1.9666666666666666
9,10:04:37,3.94858579991357,119,26.69,1.9423076923076923
10,10:04:38,4.0639030745829245,139,11.56,2.2916666666666665
11,10:04:39,4.1824850588853835,113,10.70,1.9166666666666667
12,10:04:40,4.306154597602735,113,2.68,2.75
13,10:04:41,4.431201718865597,108,2.67,1.75
14,10:04:42,4.559533123617437,94,0.89,2.625
15,10:04:43,4.692736767540751,91,3.57,2.0
16,10:04:44,4.83003924626866,58,1.78,2.25
17,10:04:45,4.969549938569201,64,0.89,1.75
18,10:04:46,5.116045712906061,66,0.89,2.25
19,10:04:47,5.264949105911334,75,2.67,1.75
20,10:04:48,5.419588597816196,55,0.90,0
21,10:04:49,5.580308138203357,59,0.00,2.9166666666666665
22,10:04:50,5.738815271375464,54,2.66,3.75
23,10:04:51,5.908794053465353,52,0.89,2.25
24,10:04:52,6.078180174004195,63,0.88,0
25,10:04:53,6.257901442244219,53,0.00,2.4166666666666665
26,10:04:54,6.439491601487785,64,2.68,0
27,10:04:55,6.62804718172043,58,0.00,2.75
28,10:04:56,6.824008224864868,51,0.89,2.25
29,10:04:57,7.018070857905971,54,0.89,0
30,10:04:58,7.229093148535564,51,0.00,2.5833333333333335
31,10:04:59,7.438231446766173,52,2.69,2.75
32,10:05:00,7.6565686769230785,58,0.89,3.25
33,10:05:01,7.881270541703243,74,0.89,0
34,10:05:02,8.1102275628692,61,0.00,0
35,10:05:03,8.353758153679653,63,0.00,0
36,10:05:04,8.592743454125408,87,0.00,0
37,10:05:05,8.848181578730905,93,0.00,2.75
38,10:05:06,9.106210186304137,95,1.75,0
39,10:05:07,9.375921579313344,113,0.00,2.25
40,10:05:08,9.648037632352935,149,0.89,0
41,10:05:09,9.930301019821604,166,0.00,0
42,10:05:10,10.225112247787608,194,0.00,0
43,10:05:11,10.522483476808457,239,0.00,0
44,10:05:12,10.830863436871278,257,0.00,0
45,10:05:13,11.149840254545454,318,0.00,0
46,10:05:14,11.478586911829865,383,0.00,0
47,10:05:15,11.815344872851798,408,0.00,1.75
48,10:05:16,12.160523274534308,492,0.89,0
49,10:05:17,12.520219389931574,576,0.00,0
50,10:05:18,12.887150023176552,641,0.00,0
51,10:05:19,13.266611625036843,695,0.00,0
52,10:05:20,13.658324030133507,847,0.00,0
53,10:05:21,14.059532928604018,957,0.00,2.75
54,10:05:22,14.473741636923538,1119,1.78,2.75
55,10:05:23,14.901437919514443,1208,0.89,2.25
56,10:05:24,15.341375873640297,1408,0.89,0
57,10:05:25,15.793539731555523,1548,0.00,1.25
58,10:05:26,16.260294404545032,1746,0.89,0
59,10:05:27,16.738906095211295,1945,0.00,0
60,10:05:28,17.23457493460945,2213,0.00,0
61,10:05:29,17.744968145210017,2405,0.00,0
62,10:05:30,18.27036622267314,2624,0.00,0
63,10:05:31,18.8122997688591,2979,0.00,0
64,10:05:32,19.36963650379756,3151,0.00,0
65,10:05:33,19.944257352658344,3434,0.00,2.75
66,10:05:34,20.53541163325851,3730,0.89,0
67,10:05:35,21.145292116819746,4109,0.00,0
68,10:05:36,21.774073501570992,4397,0.00,0
69,10:05:37,22.42171763886009,4852,0.00,0
70,10:05:38,23.09054360643387,5058,0.00,0
71,10:05:39,23.77937491157193,5548,0.00,2.75
72,10:05:40,24.488165509532163,5942,0.89,2.75
73,10:05:41,25.218769294948345,6434,0.89,0
74,10:05:42,25.973550739681798,6573,0.00,0
75,10:05:43,26.74942239939812,7039,0.00,0
76,10:05:44,27.551859919868033,7144,0.00,2.5
77,10:05:45,28.376888364561864,7742,1.78,2.75
78,10:05:46,29.22978591905487,8048,0.89,3.25
79,10:05:47,30.107648211629435,8489,0.90,1.25
80,10:05:48,31.015071441874056,8833,1.78,0
81,10:05:49,31.94892382240447,9129,0.00,1.3472222222222223
82,10:05:50,32.912492476184944,9140,8.02,1.55
83,10:05:51,33.906916980590495,9733,4.43,1.4861111111111112
84,10:05:52,34.93459702512718,9753,7.99,1.5654761904761905
85,10:05:53,35.989486553967176,10062,18.51,1.58
86,10:05:54,37.08413789999851,10427,22.29,1.578125
87,10:05:55,38.207953699919706,10674,28.77,1.7275641025641026
88,10:05:56,39.374486249375316,10653,34.69,1.7756410256410255
89,10:05:57,40.57264413287423,11007,34.87,1.6380208333333333
90,10:05:58,41.81196609888185,10775,42.80,1.7057692307692307
91,10:05:59,43.09281970952327,10742,57.93,1.6494845360824741
92,10:06:00,44.413385463109606,11234,86.51,1.4796511627906976
93,10:06:01,45.77649541789789,11269,152.88,1.496224832214765
94,10:06:02,47.186137662501125,11094,264.92,1.4476256983240223
95,10:06:03,48.64000116408118,11295,476.74,1.4504651162790698
96,10:06:04,50.14539341294533,11150,957.84,1.5234085862324205
97,10:06:05,51.69710426802806,11062,1201.02,1.5317705120296115
98,10:06:06,53.301915402827525,10869,1454.97,1.567821368948247
99,10:06:07,54.959784976195685,11006,1598.73,1.566875
100,10:06:08,56.67345907768574,10480,1785.02,1.6037094465648856
101,10:06:09,58.446246562862186,10233,1868.14,1.6390836557059962
102,10:06:10,60.2807540228748,10280,1841.78,1.6665462427745665
103,10:06:11,62.173541357837564,10196,1846.66,1.7202873843156357
104,10:06:12,64.13833099012832,9692,1823.71,1.7656814079422383
105,10:06:13,66.16723907903133,9208,1975.70,1.8032683486238532
106,10:06:14,68.26434799062577,9262,1940.35,1.8672101449275362
107,10:06:15,70.44022535479226,8918,1848.34,1.9409425451092117
108,10:06:16,72.68982811177547,8615,1876.20,1.9961659900766802
109,10:06:17,75.01864527399245,8082,1975.69,2.027757707129094
110,10:06:18,77.4369083491084,7773,1835.78,2.0734704112337012
111,10:06:19,79.93324038385029,7174,1774.53,2.09097018572825
112,10:06:20,82.52745251723226,6759,1830.54,2.1009288330716904
113,10:06:21,85.21768745295157,6611,1701.96,2.1076244813278007
114,10:06:22,88.0013807067664,6229,1715.79,2.103474957794035
115,10:06:23,90.88852465839297,5802,1582.86,2.115743357829282
116,10:06:24,93.8922228619082,5495,1575.01,2.093768115942029
117,10:06:25,97.00267026760807,5115,1540.99,2.136658795749705
118,10:06:26,100.23054616673521,4842,1523.06,2.259526938239159
119,10:06:27,103.58761519229904,4491,1354.07,2.263531799729364
120,10:06:28,107.06504098228542,4294,1323.57,2.304780876494024
121,10:06:29,110.6875948609987,3956,1365.56,2.2477661950856294
122,10:06:30,114.46486055046971,3750,1192.10,2.2644157814871018
123,10:06:31,118.36182832507062,3499,1176.87,2.4060450819672132
124,10:06:32,122.45185475739504,3320,1084.24,2.508121158911326
125,10:06:33,126.77976920754979,3418,1016.26,2.494059405940594
126,10:06:34,131.26256713400025,4909,902.67,2.4913249211356465
127,10:06:35,135.85252362455702,7081,846.97,2.5
128,10:06:36,140.5697134530618,9225,764.22,2.496394230769231
129,10:06:37,145.50915042318064,9812,739.08,2.5
130,10:06:38,150.66410206898146,9425,741.33,2.5690743338008417
131,10:06:39,156.03745221900246,7955,637.82,2.663138686131387
132,10:06:40,161.64296142969562,5813,611.46,2.6813206214689265
133,10:06:41,167.52639496672165,4038,630.55,2.6915954415954415
134,10:06:42,173.66916598829374,2411,627.12,2.5576923076923075
135,10:06:43,180.1568740626446,1451,823.91,2.3137905604719764
1,10:06:44,3.136194669945977,864,1206.38,2.121580325960419
2,10:06:45,3.2280203315631093,595,1531.47,1.8873502994011977
3,10:06:46,3.3222561483879334,401,1474.31,1.8797853828306264
4,10:06:47,3.4191257933369013,342,763.76,1.9684495192307692
5,10:06:48,3.520248782558142,251,369.76,1.8809880239520957
6,10:06:49,3.6226633256357776,191,148.42,2.077205882352941
7,10:06:50,3.728434194024846,188,60.50,2.05078125
8,10:06:51,3.8373637512611545,149,28.52,2.216666666666667
9,10:06:52,3.94858579991357,146,13.36,3.0681818181818183
10,10:06:53,4.0639030745829245,133,9.80,3.5
11,10:06:54,4.1824850588853835,118,3.56,2.8333333333333335
12,10:06:55,4.306154597602735,107,5.32,2.125
13,10:06:56,4.431201718865597,104,3.55,2.45
14,10:06:57,4.559533123617437,92,4.46,2.75
15,10:06:58,4.692736767540751,82,1.78,0
16,10:06:59,4.83003924626866,90,0.00,2.75
17,10:07:00,4.969549938569201,75,0.89,2.75
18,10:07:01,5.116045712906061,69,0.89,0
19,10:07:02,5.264949105911334,80,0.00,2.75
20,10:07:03,5.419588597816196,65,2.67,0
21,10:07:04,5.580308138203357,68,0.00,3.25
22,10:07:05,5.738815271375464,63,1.79,4.083333333333333
23,10:07:06,5.908794053465353,51,2.66,2.75
24,10:07:07,6.078180174004195,69,0.89,3.25
25,10:07:08,6.257901442244219,46,1.78,1.75
26,10:07:09,6.439491601487785,47,0.89,2.5
27,10:07:10,6.62804718172043,44,1.78,0
28,10:07:11,6.824008224864868,61,0.00,0
29,10:07:12,7.018070857905971,62,0.00,0
30,10:07:13,7.229093148535564,46,0.00,3.25
31,10:07:14,7.438231446766173,55,0.89,2.25
32,10:07:15,7.6565686769230785,58,0.88,2.75
33,10:07:16,7.881270541703243,71,0.89,0
34,10:07:17,8.1102275628692,55,0.00,0
35,10:07:18,8.353758153679653,82,0.00,3.75
36,10:07:19,8.592743454125408,91,1.78,2.75
37,10:07:20,8.848181578730905,82,0.89,0
38,10:07:21,9.106210186304137,115,0.00,0
39,10:07:22,9.375921579313344,122,0.00,1.75
40,10:07:23,9.648037632352935,139,0.89,2.25
41,10:07:24,9.930301019821604,144,0.89,2.75
42,10:07:25,10.225112247787608,175,0.88,0
43,10:07:26,10.522483476808457,233,0.00,0
44,10:07:27,10.830863436871278,241,0.00,2.75
45,10:07:28,11.149840254545454,312,0.89,3.25
46,10:07:29,11.478586911829865,365,0.89,0
47,10:07:30,11.815344872851798,419,0.00,3.25
48,10:07:31,12.160523274534308,440,0.89,3.75
49,10:07:32,12.520219389931574,538,0.89,0
50,10:07:33,12.887150023176552,614,0.00,0
51,10:07:34,13.266611625036843,724,0.00,0
52,10:07:35,13.658324030133507,880,0.00,3.25
53,10:07:36,14.059532928604018,899,1.78,0
54,10:07:37,14.473741636923538,1081,0.00,3.25
55,10:07:38,14.901437919514443,1201,0.89,0
56,10:07:39,15.341375873640297,1408,0.00,0
57,10:07:40,15.793539731555523,1493,0.00,0
58,10:07:41,16.260294404545032,1771,0.00,3.75
59,10:07:42,16.738906095211295,1985,0.89,3.25
60,10:07:43,17.23457493460945,2057,0.89,0
61,10:07:44,17.744968145210017,2349,0.00,0
62,10:07:45,18.27036622267314,2604,0.00,0
63,10:07:46,18.8122997688591,2806,0.00,0
64,10:07:47,19.36963650379756,3047,0.00,3.0
65,10:07:48,19.944257352658344,3439,1.79,0
66,10:07:49,20.53541163325851,3673,0.00,3.75
67,10:07:50,21.145292116819746,4060,1.78,0
68,10:07:51,21.774073501570992,4342,0.00,4.75
69,10:07:52,22.42171763886009,4711,0.90,4.25
70,10:07:53,23.09054360643387,5046,0.89,2.75
71,10:07:54,23.77937491157193,5642,0.89,3.0
72,10:07:55,24.488165509532163,6107,1.76,2.0
73,10:07:56,25.218769294948345,6353,1.77,2.5
74,10:07:57,25.973550739681798,6680,1.78,3.0833333333333335
75,10:07:58,26.74942239939812,7155,8.03,2.861111111111111
76,10:07:59,27.551859919868033,7413,7.99,3.216666666666667
77,10:08:00,28.376888364561864,7897,13.34,3.161764705882353
78,10:08:01,29.22978591905487,8087,15.13,3.25
79,10:08:02,30.107648211629435,8510,19.62,3.0454545454545454
80,10:08:03,31.015071441874056,8936,19.65,3.0921052631578947
81,10:08:04,31.94892382240447,9377,16.93,3.15625
82,10:08:05,32.912492476184944,9799,14.12,2.625
83,10:08:06,33.906916980590495,9938,101.58,2.759493670886076
84,10:08:07,34.93459702512718,10191,139.53,2.768939393939394
85,10:08:08,35.989486553967176,10538,235.37,2.74601593625498
86,10:08:09,37.08413789999851,10874,447.77,2.6876528117359415
87,10:08:10,38.207953699919706,11129,729.41,2.6822314049586775
88,10:08:11,39.374486249375316,11485,1079.28,2.724864655839134
89,10:08:12,40.57264413287423,11672,1152.44,2.7016832917705735
90,10:08:13,41.81196609888185,11547,1428.10,2.7835276967930027
91,10:08:14,43.09281970952327,11763,1529.02,2.84024926686217
92,10:08:15,44.413385463109606,11998,1519.18,2.871544079290558
93,10:08:16,45.77649541789789,12148,1713.03,2.935
94,10:08:17,47.186137662501125,12209,1782.03,2.9916420845624385
95,10:08:18,48.64000116408118,12071,1811.78,3.0375375375375375
96,10:08:19,50.14539341294533,12221,1773.24,3.0704588014981273
97,10:08:20,51.69710426802806,12062,1903.50,3.096629986244842
98,10:08:21,53.301915402827525,11992,1938.00,3.1320430600091616
99,10:08:22,54.959784976195685,11935,1945.98,3.1087191691908265
100,10:08:23,56.67345907768574,11783,2040.20,3.125462392108508
101,10:08:24,58.446246562862186,11596,2196.93,3.1472452995190205
102,10:08:25,60.2807540228748,11413,2026.96,3.1445007800312013
103,10:08:26,62.173541357837564,11121,2279.71,3.179414157851912
104,10:08:27,64.13833099012832,10774,2186.13,3.202184666117065
105,10:08:28,66.16723907903133,10572,2157.01,3.209569280780171
106,10:08:29,68.26434799062577,9964,2184.81,3.203473945409429
107,10:08:30,70.44022535479226,9883,2149.57,3.222902097902098
108,10:08:31,72.68982811177547,9244,2037.10,3.224220103986135
109,10:08:32,75.01864527399245,8958,2049.61,3.2105206073752712
110,10:08:33,77.4369083491084,8317,2043.22,3.2613636363636362
111,10:08:34,79.93324038385029,7958,1964.72,3.2768022181146024
112,10:08:35,82.52745251723226,7479,1913.31,3.3227397888939882
113,10:08:36,85.21768745295157,7142,1940.05,3.3851674641148324
114,10:08:37,88.0013807067664,6670,1857.42,3.3875805651958353
115,10:08:38,90.88852465839297,6258,1800.74,3.4233615221987317
116,10:08:39,93.8922228619082,5719,1680.18,3.41896186440678
117,10:08:40,97.00267026760807,5339,1681.47,3.4127708095781073
118,10:08:41,100.23054616673521,4976,1557.39,3.4605419892793328
119,10:08:42,103.58761519229904,4705,1495.79,3.5360410094637222
120,10:08:43,107.06504098228542,4506,1412.26,3.5959777632439502
121,10:08:44,110.6875948609987,4142,1358.23,3.677470217238963
122,10:08:45,114.46486055046971,3899,1267.62,3.675431711145997
123,10:08:46,118.36182832507062,3631,1137.93,3.7373675631621843
124,10:08:47,122.45185475739504,3666,1095.28,3.715899753492194
125,10:08:48,126.77976920754979,3858,1080.42,3.8348089468779123
126,10:08:49,131.26256713400025,5282,957.66,3.9426977687626774
127,10:08:50,135.85252362455702,7639,878.54,4.004484304932736
128,10:08:51,140.5697134530618,9906,796.24,3.9496735582154514
129,10:08:52,145.50915042318064,10940,819.84,3.918800931315483
130,10:08:53,150.66410206898146,10255,764.92,3.9092244418331377
131,10:08:54,156.03745221900246,8367,759.64,3.9258241758241756
132,10:08:55,161.64296142969562,6020,648.66,3.932002706359946
133,10:08:56,167.52639496672165,3961,660.27,3.964993804213135
134,10:08:57,173.66916598829374,2545,714.92,3.8943298969072164
135,10:08:58,180.1568740626446,1438,952.60,3.5728621291448515
1,10:08:59,3.136194669945977,888,1533.06,3.4021842355175687
2,10:09:00,3.2280203315631093,589,1870.22,3.2345094664371774
3,10:09:01,3.3222561483879334,401,2070.09,3.212613981762918
4,10:09:02,3.4191257933369013,295,1457.08,3.4144171779141104
5,10:09:03,3.520248782558142,202,725.08,3.5279605263157894
6,10:09:04,3.6226633256357776,158,270.33,3.574786324786325
7,10:09:05,3.728434194024846,122,104.47,3.9761904761904763
8,10:09:06,3.8373637512611545,130,37.45,4.279411764705882
9,10:09:07,3.94858579991357,115,15.16,4.25
10,10:09:08,4.0639030745829245,110,8.86,4.1
11,10:09:09,4.1824850588853835,84,8.88,4.25
12,10:09:10,4.306154597602735,93,4.43,4.375
13,10:09:11,4.431201718865597,82,3.56,4.75
14,10:09:12,4.559533123617437,96,1.78,4.5
15,10:09:13,4.692736767540751,66,1.77,4.25
16,10:09:14,4.83003924626866,67,3.56,4.416666666666667
17,10:09:15,4.969549938569201,65,2.68,4.5
18,10:09:16,5.116045712906061,51,1.78,4.75
19,10:09:17,5.264949105911334,45,2.68,4.083333333333333
20,10:09:18,5.419588597816196,53,2.63,4.5
21,10:09:19,5.580308138203357,38,3.55,0
22,10:09:20,5.738815271375464,50,0.00,0
23,10:09:21,5.908794053465353,31,0.00,0
24,10:09:22,6.078180174004195,63,0.00,0
25,10:09:23,6.257901442244219,43,0.00,0
26,10:09:24,6.439491601487785,43,0.00,4.25
27,10:09:25,6.62804718172043,55,0.89,4.25
28,10:09:26,6.824008224864868,51,3.55,4.5
29,10:09:27,7.018070857905971,40,1.78,0
30,10:09:28,7.229093148535564,49,0.00,0
31,10:09:29,7.438231446766173,54,0.00,3.75
32,10:09:30,7.6565686769230785,61,1.77,0
33,10:09:31,7.881270541703243,43,0.00,0
34,10:09:32,8.1102275628692,64,0.00,4.25
35,10:09:33,8.353758153679653,77,0.89,4.5
36,10:09:34,8.592743454125408,73,1.77,4.25
37,10:09:35,8.848181578730905,66,0.89,3.75
38,10:09:36,9.106210186304137,94,0.89,4.25
39,10:09:37,9.375921579313344,106,1.78,0
40,10:09:38,9.648037632352935,137,0.00,4.75
41,10:09:39,9.930301019821604,157,0.89,0
42,10:09:40,10.225112247787608,180,0.00,4.25
43,10:09:41,10.522483476808457,228,1.78,0
44,10:09:42,10.830863436871278,265,0.00,0
45,10:09:43,11.149840254545454,280,0.00,0
46,10:09:44,11.478586911829865,329,0.00,0
47,10:09:45,11.815344872851798,411,0.00,0
48,10:09:46,12.160523274534308,451,0.00,0
49,10:09:47,12.520219389931574,547,0.00,0
50,10:09:48,12.887150023176552,578,0.00,3.75
51,10:09:49,13.266611625036843,715,0.89,0
52,10:09:50,13.658324030133507,825,0.00,3.75
53,10:09:51,14.059532928604018,836,0.89,3.25
54,10:09:52,14.473741636923538,1051,0.89,0
55,10:09:53,14.901437919514443,1212,0.00,0
56,10:09:54,15.341375873640297,1260,0.00,5.25
57,10:09:55,15.793539731555523,1480,0.89,0
58,10:09:56,16.260294404545032,1650,0.00,0
59,10:09:57,16.738906095211295,1887,0.00,0
60,10:09:58,17.23457493460945,2166,0.00,0
61,10:09:59,17.744968145210017,2353,0.00,4.75
62,10:10:00,18.27036622267314,2564,1.79,0
63,10:10:01,18.8122997688591,2760,0.00,4.25
64,10:10:02,19.36963650379756,3103,0.90,0
65,10:10:03,19.944257352658344,3402,0.00,4.25
66,10:10:04,20.53541163325851,3631,0.89,4.75
67,10:10:05,21.145292116819746,4021,0.89,0
68,10:10:06,21.774073501570992,4385,0.00,4.25
69,10:10:07,22.42171763886009,4724,0.89,0
70,10:10:08,23.09054360643387,5059,0.00,0
71,10:10:09,23.77937491157193,5503,0.00,0
72,10:10:10,24.488165509532163,5949,0.00,0
73,10:10:11,25.218769294948345,6298,0.00,3.375
74,10:10:12,25.973550739681798,6785,3.58,3.9166666666666665
75,10:10:13,26.74942239939812,7188,2.69,3.05
76,10:10:14,27.551859919868033,7548,4.45,3.45
77,10:10:15,28.376888364561864,8108,8.90,3.1944444444444446
78,10:10:16,29.22978591905487,8318,7.98,3.78125
79,10:10:17,30.107648211629435,8877,14.19,3.59375
80,10:10:18,31.015071441874056,9185,14.22,3.57
81,10:10:19,31.94892382240447,9330,22.13,3.6923076923076925
82,10:10:20,32.912492476184944,9907,23.18,3.8392857142857144
83,10:10:21,33.906916980590495,10401,24.94,3.75
84,10:10:22,34.93459702512718,10661,29.33,3.667910447761194
85,10:10:23,35.989486553967176,10772,59.90,3.4911764705882353
86,10:10:24,37.08413789999851,10918,75.18,3.3401639344262297
87,10:10:25,38.207953699919706,11211,162.29,3.2523255813953487
88,10:10:26,39.374486249375316,11419,384.42,3.215843023255814
89,10:10:27,40.57264413287423,11668,611.07,3.1875578168362626
90,10:10:28,41.81196609888185,12061,958.96,3.1642538975501115
91,10:10:29,43.09281970952327,11956,1202.76,3.1554545454545453
92,10:10:30,44.413385463109606,12144,1480.77,3.128590785907859
93,10:10:31,45.77649541789789,12378,1638.44,3.2245034889962425
94,10:10:32,47.186137662501125,12274,1654.43,3.2366137828458106
95,10:10:33,48.64000116408118,12072,1796.63,3.28975
96,10:10:34,50.14539341294533,12389,1771.25,3.29932526756631
97,10:10:35,51.69710426802806,12165,1913.05,3.304078826764436
98,10:10:36,53.301915402827525,12160,1945.38,3.323208041958042
99,10:10:37,54.959784976195685,11927,2028.46,3.362725671510348
100,10:10:38,56.67345907768574,11844,2026.89,3.361885067479321
101,10:10:39,58.446246562862186,11489,2049.79,3.3999565972222223
102,10:10:40,60.2807540228748,11335,2045.43,3.392495784148398
103,10:10:41,62.173541357837564,11143,2118.33,3.416460396039604
104,10:10:42,64.13833099012832,10803,2149.36,3.4072352465642686
105,10:10:43,66.16723907903133,10422,2199.02,3.4194011484823625
106,10:10:44,68.26434799062577,10084,2177.27,3.44531914893617
107,10:10:45,70.44022535479226,9712,2089.76,3.4326552462526765
108,10:10:46,72.68982811177547,9313,2067.31,3.4542833607907744
109,10:10:47,75.01864527399245,8984,2163.72,3.483822260569456
110,10:10:48,77.4369083491084,8351,2081.53,3.512248468941382
111,10:10:49,79.93324038385029,8009,2036.25,3.5706770356816104
112,10:10:50,82.52745251723226,7578,1938.62,3.594631483166515
113,10:10:51,85.21768745295157,7037,1953.40,3.6561186361513314
114,10:10:52,88.0013807067664,6590,1905.35,3.681500241196334
115,10:10:53,90.88852465839297,6134,1841.19,3.70246568378241
116,10:10:54,93.8922228619082,5624,1748.64,3.6795073375262053
117,10:10:55,97.00267026760807,5544,1703.95,3.7672594142259412
118,10:10:56,100.23054616673521,4993,1492.26,3.7341752891052953
119,10:10:57,103.58761519229904,4711,1462.83,3.841501240694789
120,10:10:58,107.06504098228542,4539,1442.91,3.929169457468185
121,10:10:59,110.6875948609987,4124,1327.86,3.920943396226415
122,10:11:00,114.46486055046971,3954,1178.62,3.8847760060744116
123,10:11:01,118.36182832507062,3800,1174.72,3.9337073981712387
124,10:11:02,122.45185475739504,3590,1076.15,4.026737967914438
125,10:11:03,126.77976920754979,3880,999.87,4.160194174757281
126,10:11:04,131.26256713400025,5143,921.82,4.153625954198473
127,10:11:05,135.85252362455702,7679,931.94,4.1835
128,10:11:06,140.5697134530618,9836,895.79,4.0936794582392775
129,10:11:07,145.50915042318064,10825,791.01,4.111990950226244
130,10:11:08,150.66410206898146,10220,785.51,4.061704834605598
131,10:11:09,156.03745221900246,8272,700.02,4.075850340136054
132,10:11:10,161.64296142969562,6095,652.02,4.150134952766532
133,10:11:11,167.52639496672165,3957,660.55,4.092384887839433
134,10:11:12,173.66916598829374,2496,751.83,4.031009409751925
135,10:11:13,180.1568740626446,1512,1042.07,3.807057057057057
1,10:11:14,3.136194669945977,931,1478.15,3.5564915174363807
2,10:11:15,3.2280203315631093,562,1892.18,3.371321865097329
3,10:11:16,3.3222561483879334,394,1971.86,3.3987362281270252
4,10:11:17,3.4191257933369013,286,1373.17,3.6155274888558693
5,10:11:18,3.520248782558142,226,599.38,3.7654440154440154
6,10:11:19,3.6226633256357776,172,230.11,3.939189189189189
7,10:11:20,3.728434194024846,164,99.19,4.006756756756757
8,10:11:21,3.8373637512611545,111,33.06,4.223684210526316
9,10:11:22,3.94858579991357,110,16.76,4.125
10,10:11:23,4.0639030745829245,94,7.10,4.416666666666667
11,10:11:24,4.1824850588853835,85,2.66,4.75
12,10:11:25,4.306154597602735,79,4.43,4.0
13,10:11:26,4.431201718865597,71,1.77,5.25
14,10:11:27,4.559533123617437,73,0.89,4.916666666666667
15,10:11:28,4.692736767540751,56,2.67,0
16,10:11:29,4.83003924626866,70,0.00,4.25
17,10:11:30,4.969549938569201,48,0.89,4.75
18,10:11:31,5.116045712906061,58,2.66,4.25
19,10:11:32,5.264949105911334,56,0.89,4.35
20,10:11:33,5.419588597816196,58,4.43,5.0
21,10:11:34,5.580308138203357,43,1.78,4.75
22,10:11:35,5.738815271375464,54,2.66,0
23,10:11:36,5.908794053465353,42,0.00,0
24,10:11:37,6.078180174004195,43,0.00,4.25
25,10:11:38,6.257901442244219,26,0.89,0
26,10:11:39,6.439491601487785,46,0.00,0
27,10:11:40,6.62804718172043,34,0.00,4.75
28,10:11:41,6.824008224864868,36,1.78,0
29,10:11:42,7.018070857905971,36,0.00,4.75
30,10:11:43,7.229093148535564,57,0.89,4.75
31,10:11:44,7.438231446766173,56,1.76,4.75
32,10:11:45,7.6565686769230785,47,0.89,4.75
33,10:11:46,7.881270541703243,45,0.89,0
34,10:11:47,8.1102275628692,74,0.00,0
35,10:11:48,8.353758153679653,80,0.00,0
36,10:11:49,8.592743454125408,82,0.00,0
37,10:11:50,8.848181578730905,85,0.00,4.416666666666667
38,10:11:51,9.106210186304137,110,2.67,4.25
39,10:11:52,9.375921579313344,123,0.89,4.75
40,10:11:53,9.648037632352935,150,0.89,0
41,10:11:54,9.930301019821604,166,0.00,5.25
42,10:11:55,10.225112247787608,164,0.89,4.75
43,10:11:56,10.522483476808457,224,1.78,4.75
44,10:11:57,10.830863436871278,254,0.88,0
45,10:11:58,11.149840254545454,286,0.00,5.0
46,10:11:59,11.478586911829865,345,1.77,0
47,10:12:00,11.815344872851798,413,0.00,0
48,10:12:01,12.160523274534308,452,0.00,4.25
49,10:12:02,12.520219389931574,543,1.78,0
50,10:12:03,12.887150023176552,601,0.00,0
51,10:12:04,13.266611625036843,722,0.00,4.25
52,10:12:05,13.658324030133507,782,1.77,3.75
53,10:12:06,14.059532928604018,950,0.88,0
54,10:12:07,14.473741636923538,1107,0.00,4.75
55,10:12:08,14.901437919514443,1212,0.88,4.0
56,10:12:09,15.341375873640297,1304,1.78,0
57,10:12:10,15.793539731555523,1519,0.00,0
